NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Study Type,Study Design,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted
NCT01976741,Dose Escalation Pan-FGFR (Fibroblast Growth Factor Receptor) Inhibitor (Rogaratinib),https://clinicaltrials.gov/study/NCT01976741,,COMPLETED,YES,DRUG: Rogaratinib (BAY1163877) oral solution|DRUG: Rogaratinib (BAY1163877) oral tablet|DRUG: Rogaratinib (BAY1163877) 800 mg BID,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,168,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-12-30,2019-03-11,2020-01-09,2013-11-06,2020-04-28,2021-05-06
NCT01975818,Maintenance Treatment of Anemia Associated With Chronic Kidney Disease (CKD) in Hemodialysis Subjects on Epoetin Alfa / Beta Treatment Versus BAY85-3934,https://clinicaltrials.gov/study/NCT01975818,DIALOGUE4,COMPLETED,NO,DRUG: Molidustat (BAY 85-3934)|BIOLOGICAL: Epoetin alfa/beta,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,201,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2013-10-28,2015-10-23,2015-12-15,2013-11-05,,2019-09-20
NCT01973868,Safety and Pharmacokinetics of Regorafenib and Cetuximab in Combination,https://clinicaltrials.gov/study/NCT01973868,,COMPLETED,NO,"DRUG: Regorafenib (Stivarga, BAY73-4506)|DRUG: Cetuximab (ERBITUX)",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,42,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-11-21,2017-01-31,2018-04-03,2013-11-01,,2019-04-09
NCT01968668,Safety and Efficacy of Different Oral Doses of BAY94-8862 in Japanese Subjects With Type 2 Diabetes Mellitus and the Clinical Diagnosis of Diabetic Nephropathy (ARTS-DN Japan),https://clinicaltrials.gov/study/NCT01968668,,COMPLETED,NO,DRUG: BAY94-8862|DRUG: BAY94-8862|DRUG: BAY94-8862|DRUG: BAY94-8862|DRUG: BAY94-8862|DRUG: Placebo|DRUG: BAY 94-8862|DRUG: BAY 94-8862,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,96,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2013-10-28,2014-10-09,2014-11-07,2013-10-24,,2021-07-16
NCT01967225,Safety and Efficacy of BAY1192631 in Japanese Patients With Methicillin-resistant Staphylococcus Aureus (MRSA) Infections,https://clinicaltrials.gov/study/NCT01967225,,COMPLETED,YES,"DRUG: Tedizolid Phosphate (Sivextro, BAY1192631)|DRUG: Linezolid",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,125,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2013-11-23,2016-10-28,2016-10-28,2013-10-22,2018-10-04,2018-10-04
NCT01955694,Phase IIb Safety and Efficacy Study of BAY94-8862 in Subjects With Worsening Chronic Heart Failure and Left Ventricular Systolic Dysfunction and Either Type 2 Diabetes Mellitus With or Without Chronic Kidney Disease or Moderate Chronic Kidney Disease Alone,https://clinicaltrials.gov/study/NCT01955694,ARTS-HF Japan,COMPLETED,NO,DRUG: BAY94-8862|DRUG: Eplerenone|DRUG: Placebo,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,72,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2013-11-11,2015-01-23,2015-02-20,2013-10-07,,2021-07-16
NCT01951638,Phase IIb Safety and Efficacy Study of Four Dose Regimens of BAY1021189 in Patients With Heart Failure and Preserved Ejection Fraction Suffering From Worsening Chronic Heart Failure (SOCRATES-PRESERVED),https://clinicaltrials.gov/study/NCT01951638,,COMPLETED,YES,DRUG: Vericiguat (BAY1021189) (1.25 mg)|DRUG: Vericiguat (BAY1021189) (5 mg)|DRUG: Placebo,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,477,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2013-11-06,2015-08-18,2015-09-16,2013-09-26,2021-02-12,2021-03-16
NCT01951625,Phase IIb Safety and Efficacy Study of Four Dose Regimens of BAY1021189 in Patients With Heart Failure With Reduced Ejection Fraction Suffering From Worsening Chronic Heart Failure (SOCRATES-REDUCED),https://clinicaltrials.gov/study/NCT01951625,,COMPLETED,YES,DRUG: Vericiguat (BAY1021189) (1.25 mg)|DRUG: Vericiguat (BAY1021189) (5 mg)|DRUG: Placebo,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,456,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2013-11-29,2015-05-14,2015-06-09,2013-09-26,2021-03-25,2021-03-25
NCT01945606,Study to Assess the Safety of BAY1067197 in Stable Heart Failure Patients on Standard Therapy Including ß-blocker,https://clinicaltrials.gov/study/NCT01945606,,COMPLETED,NO,DRUG: Placebo (treatment 1)|DRUG: BAY1067197 (treatment 2),Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,11,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2013-11-29,2014-09-09,2015-03-17,2013-09-18,,2019-09-19
NCT01940848,Efficacy/Safety Study to Confirm Iberogast's Efficacy in Patients With Irritable Bowel Syndrome Diagnosed on ROME III Criteria Compared to Placebo,https://clinicaltrials.gov/study/NCT01940848,,COMPLETED,NO,"DRUG: STW5 (Iberogast, BAY98-7411)|DRUG: Placebo",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,243,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2013-10-11,2017-10-25,2017-10-25,2013-09-12,,2018-10-29
NCT01938638,Open Label Phase I Dose Escalation Study With BAY1143572 in Patients With Advanced Cancer,https://clinicaltrials.gov/study/NCT01938638,,COMPLETED,NO,DRUG: BAY1143572,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,80,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2013-09-26,2016-08-17,2016-09-19,2013-09-10,,2017-10-20
NCT01934790,Re-treatment Safety of Radium-223 Dichloride in Castration-resistant Prostate Cancer With Bone Metastases,https://clinicaltrials.gov/study/NCT01934790,,COMPLETED,YES,"DRUG: Radium-223 dichloride (Xofigo, BAY88-8223)",Bayer,,MALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,45,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-12-22,2015-06-04,2017-04-12,2013-09-04,2016-09-29,2018-03-26
NCT01929655,Japanese BAY88-8223 Monotherapy Phase II Study,https://clinicaltrials.gov/study/NCT01929655,,COMPLETED,NO,"DRUG: Radium-223 dichloride (Xofigo, BAY88-8223)",Bayer,,MALE,"ADULT, OLDER_ADULT",PHASE2,49,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-09-30,2017-05-16,2017-05-16,2013-08-28,,2018-04-24
NCT01927224,Study to Assess Bioequivalence of 30 and 120 mg Nifurtimox Tablets in Chronic Chagas' Patients,https://clinicaltrials.gov/study/NCT01927224,,COMPLETED,NO,DRUG: Nifurtimox (BAYa2502) (4 x 30 mg tablet)|DRUG: Nifurtimox (BAYa2502) (slurry of 4 x 30 mg tablets in tap water)|DRUG: Nifurtimox (BAYa2502) (120 mg tablet),Bayer,,ALL,ADULT,PHASE1,37,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,2013-11,2014-05,2014-09,2013-08-22,,2015-10-16
NCT01926847,Digital Flow Enhancement in Raynaud's Phenomenon With an sGC (Soluble Guanylate Cyclase) Stimulator,https://clinicaltrials.gov/study/NCT01926847,DIGIT,COMPLETED,NO,"DRUG: Riociguat (Adempas, BAY63-2521)|DRUG: Placebo",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,23,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: ",2013-10,2014-06,2014-06,2013-08-21,,2014-06-16
NCT01925638,Effect of Ketoconazole on the Pharmacokinetics of Refametinib,https://clinicaltrials.gov/study/NCT01925638,,COMPLETED,NO,DRUG: BAY86-9766|DRUG: Ketoconazole,Bayer,,MALE,ADULT,PHASE1,18,INTERVENTIONAL,"Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: ",2013-09,2013-12,2013-12,2013-08-20,,2014-01-08
NCT01921855,Study of FVIIa Variant BAY86-6150 (B0189) in Subjects With Moderate or Severe Hemophilia Types A or B With or Without Inhibitors,https://clinicaltrials.gov/study/NCT01921855,MATCHBOX,COMPLETED,NO,DRUG: BAY Factor VII (BAY86-6150)|DRUG: BAY Factor VII (BAY86-6150)|DRUG: BAY Factor VII (BAY86-6150)|DRUG: BAY Factor VII (BAY86-6150)|DRUG: Placebo,Bayer,,MALE,"ADULT, OLDER_ADULT",PHASE1,16,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2009-01,2009-12,2009-12,2013-08-13,,2014-08-21
NCT01915602,Refametinib in Combination With Sorafenib in RAS Mutant Hepatocellular Carcinoma (HCC),https://clinicaltrials.gov/study/NCT01915602,,COMPLETED,NO,DRUG: Refametinib (BAY86-9766)|DRUG: Sorafenib (BAY43-9006),Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,14,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-09-27,2015-07-29,2017-02-08,2013-08-05,,2021-04-08
NCT01915589,Refametinib(BAY86-9766) in RAS Mutant Hepatocellular Carcinoma (HCC),https://clinicaltrials.gov/study/NCT01915589,,COMPLETED,NO,DRUG: Refametinib (BAY86-9766),Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,16,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-09-16,2014-10-08,2014-10-08,2013-08-05,,2021-04-08
NCT01915576,Phase I Dose Escalation Study With an Allosteric AKT 1/2 Inhibitor in Patients,https://clinicaltrials.gov/study/NCT01915576,,COMPLETED,NO,DRUG: BAY1125976|DRUG: BAY1125976|DRUG: BAY1125976,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,79,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-09,2016-07,2016-12,2013-08-05,,2016-12-28
NCT01902264,Study of Treatment With the Combination of Drospirenone Plus Ethinyl Estradiol Plus Levomefolate Calcium in Mexican Women Seeking Contraception,https://clinicaltrials.gov/study/NCT01902264,,COMPLETED,NO,"DRUG: EE20/DRSP/L-5-MTHF (Beyaz, BAY98-7071)",Bayer,,FEMALE,ADULT,PHASE3,34,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2013-08,2015-02,2015-02,2013-07-18,,2016-04-29
NCT01892904,Comparative Study of BAY86-5300 With a Flexible Extended Regimen for Dysmenorrhea,https://clinicaltrials.gov/study/NCT01892904,,COMPLETED,NO,DRUG: EE20/DRSP(BAY86-5300),Bayer,,FEMALE,"ADULT, OLDER_ADULT",PHASE3,216,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2013-07,2015-01,2015-08,2013-07-08,,2015-09-09
NCT01890434,Gadobutrol / Gadavist-enhanced Cardiac Magnetic Resonance Imaging (CMRI) to Detect Coronary Artery Disease (CAD),https://clinicaltrials.gov/study/NCT01890434,GadaCAD 2,COMPLETED,YES,"DRUG: Gadobutrol (Gadavist, Gadovist, BAY86-4875)",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,478,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2013-08-26,2016-08-06,2016-11-10,2013-07-01,2018-05-16,2019-07-31
NCT01890421,Gadobutrol/Gadavist-enhanced Cardiac Magnetic Resonance Imaging (CMRI) to Detect Coronary Artery Disease (CAD),https://clinicaltrials.gov/study/NCT01890421,GadaCAD 1,COMPLETED,YES,"DRUG: Gadobutrol (Gadovist, Gadavist, BAY86-4875)",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,426,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2013-07-19,2015-04-10,2017-08-31,2013-07-01,2018-05-16,2018-05-16
NCT01885104,Safety and Tolerability of Oral Polyethylene Glycol (PEG 3350) Solution in Participants With Constipation (MK-8114-003),https://clinicaltrials.gov/study/NCT01885104,,COMPLETED,YES,DRUG: Polyethylene Glycol (PEG 3350)|DRUG: Placebo|DRUG: Bisacodyl laxative tablets (rescue medication),Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,65,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2013-04,2013-09,2013-10,2013-06-24,2014-09-25,2015-03-11
NCT01881217,"First-in-man Dose Escalation Study of BAY1179470 in Patients With Advanced, Refractory Solid Tumors",https://clinicaltrials.gov/study/NCT01881217,,COMPLETED,NO,DRUG: BAY1179470,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,35,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2013-06-28,2016-03-18,2016-08-16,2013-06-19,,2017-09-14
NCT01874431,Safety and Efficacy of Different Oral Doses of BAY94-8862 in Subjects With Type 2 Diabetes Mellitus and the Clinical Diagnosis of Diabetic Nephropathy,https://clinicaltrials.gov/study/NCT01874431,ARTS-DN,COMPLETED,YES,DRUG: Finerenone (BAY94-8862)|DRUG: Placebo,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,823,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2013-06-12,2014-07-09,2014-08-07,2013-06-11,2021-05-04,2021-07-01
NCT01853800,Relative Bioavailability of Oral Suspension of Rivaroxaban Compared to Standard Tablet,https://clinicaltrials.gov/study/NCT01853800,,COMPLETED,NO,"DRUG: Rivaroxaban (Xarelto, BAY59-7939)",Bayer,"Janssen Research & Development, LLC",MALE,ADULT,PHASE1,14,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: OTHER,2013-05,2013-07,2013-08,2013-05-15,,2017-01-23
NCT01853319,Regorafenib in Subjects With Metastatic Colorectal Cancer (mCRC) Who Have Progressed After Standard Therapy,https://clinicaltrials.gov/study/NCT01853319,REGARD,COMPLETED,NO,"DRUG: Regorafenib (Stivarga, BAY73- 4506)",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,100,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-07-24,2015-04-24,2018-06-11,2013-05-15,,2019-04-22
NCT01853046,Pharmacokinetics and Safety of Regorafenib (BAY73-4506) in Cancer Subjects With Severe Renal Impairment,https://clinicaltrials.gov/study/NCT01853046,,COMPLETED,YES,"DRUG: Regorafenib (Stivarga, BAY73-4506)",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,24,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2013-06,2015-07,2015-11,2013-05-14,2017-02-20,2017-02-20
NCT01839357,Exploring the Efficacy of Once Daily Oral Rivaroxaban for Treatment of Thrombus in Left Atrial/Left Atrial Appendage in Subjects With Nonvalvular Atrial Fibrillation or Atrial Flutter,https://clinicaltrials.gov/study/NCT01839357,X-TRA,COMPLETED,NO,"DRUG: Rivaroxaban (Xarelto, BAY59-7939)",Bayer,"Janssen Research & Development, LLC",ALL,"ADULT, OLDER_ADULT",PHASE3,60,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-08,2014-11,2014-12,2013-04-24,,2016-07-25
NCT01822080,Phase 3 Study of Dienogest for the Treatment of Endometriosis in Chinese Patients,https://clinicaltrials.gov/study/NCT01822080,,COMPLETED,NO,"DRUG: Dienogest (Visanne, BAY86-5258)|DRUG: Placebo",Bayer,,FEMALE,ADULT,PHASE3,250,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2013-03,2015-04,2015-11,2013-04-02,,2015-11-25
NCT01818544,Safety and Efficacy of Oral BAY85-8501 in Patients With Non-CF (Cystic Fibrosis) Bronchiectasis,https://clinicaltrials.gov/study/NCT01818544,,COMPLETED,NO,DRUG: BAY85-8501|DRUG: Placebo,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,94,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2013-04,2014-06,2014-06,2013-03-26,,2015-07-09
NCT01816815,"Study in Healthy Tubal Ligated Women to Evaluate Pharmacodynamics, Safety and Pharmacokinetics of BAY1002670",https://clinicaltrials.gov/study/NCT01816815,,COMPLETED,NO,DRUG: BAY1002670|DRUG: Placebo,Bayer,,FEMALE,ADULT,PHASE1,73,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: ",2011-11,2012-10,2013-01,2013-03-22,,2014-04-21
NCT01810770,Radium-223 Dichloride Asian Population Study in the Treatment of CRPC Patients With Bone Metastasis,https://clinicaltrials.gov/study/NCT01810770,,COMPLETED,NO,"DRUG: Radium-223 dichloride (Xofigo, BAY88-8223)",Bayer,,MALE,"ADULT, OLDER_ADULT",PHASE3,243,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-03-26,2017-09-25,2017-09-25,2013-03-14,,2018-09-19
NCT01807221,Phase IIb Safety and Efficacy Study of Different Oral Doses of BAY94-8862 in Subjects With Worsening Chronic Heart Failure and Left Ventricular Systolic Dysfunction and Either Type 2 Diabetes Mellitus With or Without Chronic Kidney Disease or Chronic Kidney Disease Alone,https://clinicaltrials.gov/study/NCT01807221,ARTS-HF,COMPLETED,YES,DRUG: Finerenone (BAY94-8862)|DRUG: Placebo|DRUG: Inspra (eplerenone),Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,1066,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2013-06-17,2014-11-11,2014-12-09,2013-03-08,2021-06-15,2021-07-06
NCT01799993,Inhaled Amikacin Solution BAY41-6551 as Adjunctive Therapy in the Treatment of Gram-Negative Pneumonia,https://clinicaltrials.gov/study/NCT01799993,INHALE 1,COMPLETED,YES,DRUG: Amikacin Inhalation Solution (BAY41-6551)|DRUG: Aerosolized Placebo,Bayer,Nektar Therapeutics,ALL,"ADULT, OLDER_ADULT",PHASE3,725,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2013-04-13,2017-04-07,2017-04-07,2013-02-27,2018-06-26,2018-07-23
NCT01798108,Dose Escalation Study of Radium-223 Dichloride in Patients With Advanced Skeletal Metastases,https://clinicaltrials.gov/study/NCT01798108,,COMPLETED,NO,RADIATION: Radium-223 dichloride (BAY88-8223),Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,31,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2001-08-14,2003-06-25,2003-06-25,2013-02-25,,2017-05-19
NCT01788358,Open-Label Long-Term Safety and Efficacy Study of Fixed Dose Combination of Nifedipine Gastrointestinal Therapeutic System and Candesartan Cilexetil in Subjects With Moderate to Severe Essential Hypertension,https://clinicaltrials.gov/study/NCT01788358,,COMPLETED,YES,DRUG: Nifedipine GITS/Candesartan Cilexetil FDC(BAY98-7106)|DRUG: Nifedipine GITS/Candesartan Cilexetil FDC(BAY98-7106)|DRUG: Nifedipine GITS/Candesartan Cilexetil FDC(BAY98-7106)|DRUG: Nifedipine GITS/Candesartan Cilexetil FDC(BAY98-7106),Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,508,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-02-14,2014-05-01,2014-05-01,2013-02-11,2015-08-17,2017-10-24
NCT01783886,Efficacy and Safety of VEGF Trap Eye in Diabetic Macular Edema (DME) With Central Involvement,https://clinicaltrials.gov/study/NCT01783886,VIVID EAST,COMPLETED,YES,"BIOLOGICAL: Aflibercept (Eylea, VEGF Trap-Eye, BAY86-5321)|BIOLOGICAL: Aflibercept (Eylea, VEGF Trap-Eye, BAY86-5321)|PROCEDURE: Macular Laser Photocoagulation",Bayer,Regeneron Pharmaceuticals,ALL,"ADULT, OLDER_ADULT",PHASE3,381,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2013-02,2015-03,2015-03,2013-02-05,2016-04-05,2016-05-12
NCT01776424,Rivaroxaban for the Prevention of Major Cardiovascular Events in Coronary or Peripheral Artery Disease,https://clinicaltrials.gov/study/NCT01776424,COMPASS,COMPLETED,YES,"DRUG: Rivaroxaban (Xarelto, BAY59-7939)|DRUG: Rivaroxaban (Xarelto, BAY59-7939)|DRUG: Aspirin|DRUG: Aspirin placebo|DRUG: Rivaroxaban placebo|DRUG: Pantoprazole|DRUG: Pantoprazole placebo",Bayer,"Population Health Research Institute|Janssen Research & Development, LLC",ALL,"ADULT, OLDER_ADULT",PHASE3,27395,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2013-02-28,2017-07-21,2021-06-15,2013-01-28,2018-10-05,2022-11-28
NCT01775618,Safety and Efficacy of BAY94-9027 in Previously Treated Male Children With Haemophilia A,https://clinicaltrials.gov/study/NCT01775618,,COMPLETED,NO,BIOLOGICAL: BAY94-9027|BIOLOGICAL: BAY94-9027|BIOLOGICAL: BAY94-9027,Bayer,,MALE,CHILD,PHASE3,73,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-05-29,2015-03-19,2020-02-19,2013-01-25,,2020-08-21
NCT01774344,Study of Regorafenib After Sorafenib in Patients With Hepatocellular Carcinoma,https://clinicaltrials.gov/study/NCT01774344,RESORCE,COMPLETED,YES,"DRUG: Regorafenib (Stivarga, BAY73-4506)|DRUG: Placebo",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,573,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2013-05-14,2016-02-29,2019-07-05,2013-01-24,2017-06-05,2020-08-20
NCT01764841,Ciprofloxacin Dry Powder for Inhalation in Non-cystic Fibrosis Bronchiectasis (Non-CF BE),https://clinicaltrials.gov/study/NCT01764841,RESPIRE 1,COMPLETED,YES,DRUG: Ciprofloxacin DPI (BAYQ3939)|DRUG: Placebo,Bayer,Novartis,ALL,"ADULT, OLDER_ADULT",PHASE3,416,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2013-05-02,2016-03-09,2016-03-09,2013-01-10,2017-05-24,2018-01-24
NCT01764828,BAY86-9766 Plus Gemcitabine Phase I Study in Asian,https://clinicaltrials.gov/study/NCT01764828,,COMPLETED,NO,DRUG: Refametinib (BAY86-9766)|DRUG: Gemcitabine,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,23,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2013-02-05,2014-12-18,2015-02-10,2013-01-10,,2018-11-01
