NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Study Type,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted
NCT01940848,Efficacy/Safety Study to Confirm Iberogast's Efficacy in Patients With Irritable Bowel Syndrome Diagnosed on ROME III Criteria Compared to Placebo,https://clinicaltrials.gov/study/NCT01940848,,COMPLETED,NO,Irritable Bowel Syndrome,"DRUG: STW5 (Iberogast, BAY98-7411)|DRUG: Placebo",Bayer,,INTERVENTIONAL,2013-10-11,2017-10-25,2017-10-25,2013-09-12,,2018-10-29
NCT01938638,Open Label Phase I Dose Escalation Study With BAY1143572 in Patients With Advanced Cancer,https://clinicaltrials.gov/study/NCT01938638,,COMPLETED,NO,Neoplasms,DRUG: BAY1143572,Bayer,,INTERVENTIONAL,2013-09-26,2016-08-17,2016-09-19,2013-09-10,,2017-10-20
NCT01934790,Re-treatment Safety of Radium-223 Dichloride in Castration-resistant Prostate Cancer With Bone Metastases,https://clinicaltrials.gov/study/NCT01934790,,COMPLETED,YES,Prostatic Neoplasms,"DRUG: Radium-223 dichloride (Xofigo, BAY88-8223)",Bayer,,INTERVENTIONAL,2013-12-22,2015-06-04,2017-04-12,2013-09-04,2016-09-29,2018-03-26
NCT01929655,Japanese BAY88-8223 Monotherapy Phase II Study,https://clinicaltrials.gov/study/NCT01929655,,COMPLETED,NO,Prostatic Neoplasms,"DRUG: Radium-223 dichloride (Xofigo, BAY88-8223)",Bayer,,INTERVENTIONAL,2013-09-30,2017-05-16,2017-05-16,2013-08-28,,2018-04-24
NCT01927224,Study to Assess Bioequivalence of 30 and 120 mg Nifurtimox Tablets in Chronic Chagas' Patients,https://clinicaltrials.gov/study/NCT01927224,,COMPLETED,NO,Chagas Disease,DRUG: Nifurtimox (BAYa2502) (4 x 30 mg tablet)|DRUG: Nifurtimox (BAYa2502) (slurry of 4 x 30 mg tablets in tap water)|DRUG: Nifurtimox (BAYa2502) (120 mg tablet),Bayer,,INTERVENTIONAL,2013-11,2014-05,2014-09,2013-08-22,,2015-10-16
NCT01926847,Digital Flow Enhancement in Raynaud's Phenomenon With an sGC (Soluble Guanylate Cyclase) Stimulator,https://clinicaltrials.gov/study/NCT01926847,DIGIT,COMPLETED,NO,Raynaud Disease,"DRUG: Riociguat (Adempas, BAY63-2521)|DRUG: Placebo",Bayer,,INTERVENTIONAL,2013-10,2014-06,2014-06,2013-08-21,,2014-06-16
NCT01925638,Effect of Ketoconazole on the Pharmacokinetics of Refametinib,https://clinicaltrials.gov/study/NCT01925638,,COMPLETED,NO,Drug Interactions,DRUG: BAY86-9766|DRUG: Ketoconazole,Bayer,,INTERVENTIONAL,2013-09,2013-12,2013-12,2013-08-20,,2014-01-08
NCT01921855,Study of FVIIa Variant BAY86-6150 (B0189) in Subjects With Moderate or Severe Hemophilia Types A or B With or Without Inhibitors,https://clinicaltrials.gov/study/NCT01921855,MATCHBOX,COMPLETED,NO,Hemophilia A|Hemophilia B,DRUG: BAY Factor VII (BAY86-6150)|DRUG: BAY Factor VII (BAY86-6150)|DRUG: BAY Factor VII (BAY86-6150)|DRUG: BAY Factor VII (BAY86-6150)|DRUG: Placebo,Bayer,,INTERVENTIONAL,2009-01,2009-12,2009-12,2013-08-13,,2014-08-21
NCT01915602,Refametinib in Combination With Sorafenib in RAS Mutant Hepatocellular Carcinoma (HCC),https://clinicaltrials.gov/study/NCT01915602,,COMPLETED,NO,"Carcinoma, Hepatocellular",DRUG: Refametinib (BAY86-9766)|DRUG: Sorafenib (BAY43-9006),Bayer,,INTERVENTIONAL,2013-09-27,2015-07-29,2017-02-08,2013-08-05,,2021-04-08
NCT01915589,Refametinib(BAY86-9766) in RAS Mutant Hepatocellular Carcinoma (HCC),https://clinicaltrials.gov/study/NCT01915589,,COMPLETED,NO,"Carcinoma, Hepatocellular",DRUG: Refametinib (BAY86-9766),Bayer,,INTERVENTIONAL,2013-09-16,2014-10-08,2014-10-08,2013-08-05,,2021-04-08
NCT01915576,Phase I Dose Escalation Study With an Allosteric AKT 1/2 Inhibitor in Patients,https://clinicaltrials.gov/study/NCT01915576,,COMPLETED,NO,Neoplasms,DRUG: BAY1125976|DRUG: BAY1125976|DRUG: BAY1125976,Bayer,,INTERVENTIONAL,2013-09,2016-07,2016-12,2013-08-05,,2016-12-28
NCT01902264,Study of Treatment With the Combination of Drospirenone Plus Ethinyl Estradiol Plus Levomefolate Calcium in Mexican Women Seeking Contraception,https://clinicaltrials.gov/study/NCT01902264,,COMPLETED,NO,Contraception,"DRUG: EE20/DRSP/L-5-MTHF (Beyaz, BAY98-7071)",Bayer,,INTERVENTIONAL,2013-08,2015-02,2015-02,2013-07-18,,2016-04-29
NCT01892904,Comparative Study of BAY86-5300 With a Flexible Extended Regimen for Dysmenorrhea,https://clinicaltrials.gov/study/NCT01892904,,COMPLETED,NO,Dysmenorrhea,DRUG: EE20/DRSP(BAY86-5300),Bayer,,INTERVENTIONAL,2013-07,2015-01,2015-08,2013-07-08,,2015-09-09
NCT01890434,Gadobutrol / Gadavist-enhanced Cardiac Magnetic Resonance Imaging (CMRI) to Detect Coronary Artery Disease (CAD),https://clinicaltrials.gov/study/NCT01890434,GadaCAD 2,COMPLETED,YES,Coronary Artery Disease,"DRUG: Gadobutrol (Gadavist, Gadovist, BAY86-4875)",Bayer,,INTERVENTIONAL,2013-08-26,2016-08-06,2016-11-10,2013-07-01,2018-05-16,2019-07-31
NCT01890421,Gadobutrol/Gadavist-enhanced Cardiac Magnetic Resonance Imaging (CMRI) to Detect Coronary Artery Disease (CAD),https://clinicaltrials.gov/study/NCT01890421,GadaCAD 1,COMPLETED,YES,Coronary Artery Disease,"DRUG: Gadobutrol (Gadovist, Gadavist, BAY86-4875)",Bayer,,INTERVENTIONAL,2013-07-19,2015-04-10,2017-08-31,2013-07-01,2018-05-16,2018-05-16
NCT01885104,Safety and Tolerability of Oral Polyethylene Glycol (PEG 3350) Solution in Participants With Constipation (MK-8114-003),https://clinicaltrials.gov/study/NCT01885104,,COMPLETED,YES,Constipation,DRUG: Polyethylene Glycol (PEG 3350)|DRUG: Placebo|DRUG: Bisacodyl laxative tablets (rescue medication),Bayer,,INTERVENTIONAL,2013-04,2013-09,2013-10,2013-06-24,2014-09-25,2015-03-11
NCT01881217,"First-in-man Dose Escalation Study of BAY1179470 in Patients With Advanced, Refractory Solid Tumors",https://clinicaltrials.gov/study/NCT01881217,,COMPLETED,NO,Neoplasms,DRUG: BAY1179470,Bayer,,INTERVENTIONAL,2013-06-28,2016-03-18,2016-08-16,2013-06-19,,2017-09-14
NCT01874431,Safety and Efficacy of Different Oral Doses of BAY94-8862 in Subjects With Type 2 Diabetes Mellitus and the Clinical Diagnosis of Diabetic Nephropathy,https://clinicaltrials.gov/study/NCT01874431,ARTS-DN,COMPLETED,YES,Diabetic Nephropathies,DRUG: Finerenone (BAY94-8862)|DRUG: Placebo,Bayer,,INTERVENTIONAL,2013-06-12,2014-07-09,2014-08-07,2013-06-11,2021-05-04,2021-07-01
NCT01853800,Relative Bioavailability of Oral Suspension of Rivaroxaban Compared to Standard Tablet,https://clinicaltrials.gov/study/NCT01853800,,COMPLETED,NO,Biological Availability,"DRUG: Rivaroxaban (Xarelto, BAY59-7939)",Bayer,"Janssen Research & Development, LLC",INTERVENTIONAL,2013-05,2013-07,2013-08,2013-05-15,,2017-01-23
NCT01853319,Regorafenib in Subjects With Metastatic Colorectal Cancer (mCRC) Who Have Progressed After Standard Therapy,https://clinicaltrials.gov/study/NCT01853319,REGARD,COMPLETED,NO,Colorectal Neoplasms,"DRUG: Regorafenib (Stivarga, BAY73- 4506)",Bayer,,INTERVENTIONAL,2013-07-24,2015-04-24,2018-06-11,2013-05-15,,2019-04-22
NCT01853046,Pharmacokinetics and Safety of Regorafenib (BAY73-4506) in Cancer Subjects With Severe Renal Impairment,https://clinicaltrials.gov/study/NCT01853046,,COMPLETED,YES,Neoplasms,"DRUG: Regorafenib (Stivarga, BAY73-4506)",Bayer,,INTERVENTIONAL,2013-06,2015-07,2015-11,2013-05-14,2017-02-20,2017-02-20
NCT01839357,Exploring the Efficacy of Once Daily Oral Rivaroxaban for Treatment of Thrombus in Left Atrial/Left Atrial Appendage in Subjects With Nonvalvular Atrial Fibrillation or Atrial Flutter,https://clinicaltrials.gov/study/NCT01839357,X-TRA,COMPLETED,NO,Atrial Fibrillation,"DRUG: Rivaroxaban (Xarelto, BAY59-7939)",Bayer,"Janssen Research & Development, LLC",INTERVENTIONAL,2013-08,2014-11,2014-12,2013-04-24,,2016-07-25
NCT01822080,Phase 3 Study of Dienogest for the Treatment of Endometriosis in Chinese Patients,https://clinicaltrials.gov/study/NCT01822080,,COMPLETED,NO,Endometriosis,"DRUG: Dienogest (Visanne, BAY86-5258)|DRUG: Placebo",Bayer,,INTERVENTIONAL,2013-03,2015-04,2015-11,2013-04-02,,2015-11-25
NCT01818544,Safety and Efficacy of Oral BAY85-8501 in Patients With Non-CF (Cystic Fibrosis) Bronchiectasis,https://clinicaltrials.gov/study/NCT01818544,,COMPLETED,NO,Bronchiectasis,DRUG: BAY85-8501|DRUG: Placebo,Bayer,,INTERVENTIONAL,2013-04,2014-06,2014-06,2013-03-26,,2015-07-09
NCT01816815,"Study in Healthy Tubal Ligated Women to Evaluate Pharmacodynamics, Safety and Pharmacokinetics of BAY1002670",https://clinicaltrials.gov/study/NCT01816815,,COMPLETED,NO,Leiomyoma,DRUG: BAY1002670|DRUG: Placebo,Bayer,,INTERVENTIONAL,2011-11,2012-10,2013-01,2013-03-22,,2014-04-21
NCT01810770,Radium-223 Dichloride Asian Population Study in the Treatment of CRPC Patients With Bone Metastasis,https://clinicaltrials.gov/study/NCT01810770,,COMPLETED,NO,Prostatic Neoplasms,"DRUG: Radium-223 dichloride (Xofigo, BAY88-8223)",Bayer,,INTERVENTIONAL,2013-03-26,2017-09-25,2017-09-25,2013-03-14,,2018-09-19
NCT01807221,Phase IIb Safety and Efficacy Study of Different Oral Doses of BAY94-8862 in Subjects With Worsening Chronic Heart Failure and Left Ventricular Systolic Dysfunction and Either Type 2 Diabetes Mellitus With or Without Chronic Kidney Disease or Chronic Kidney Disease Alone,https://clinicaltrials.gov/study/NCT01807221,ARTS-HF,COMPLETED,YES,Heart Failure,DRUG: Finerenone (BAY94-8862)|DRUG: Placebo|DRUG: Inspra (eplerenone),Bayer,,INTERVENTIONAL,2013-06-17,2014-11-11,2014-12-09,2013-03-08,2021-06-15,2021-07-06
NCT01799993,Inhaled Amikacin Solution BAY41-6551 as Adjunctive Therapy in the Treatment of Gram-Negative Pneumonia,https://clinicaltrials.gov/study/NCT01799993,INHALE 1,COMPLETED,YES,"Pneumonia, Bacterial",DRUG: Amikacin Inhalation Solution (BAY41-6551)|DRUG: Aerosolized Placebo,Bayer,Nektar Therapeutics,INTERVENTIONAL,2013-04-13,2017-04-07,2017-04-07,2013-02-27,2018-06-26,2018-07-23
NCT01798108,Dose Escalation Study of Radium-223 Dichloride in Patients With Advanced Skeletal Metastases,https://clinicaltrials.gov/study/NCT01798108,,COMPLETED,NO,Neoplasm Metastasis,RADIATION: Radium-223 dichloride (BAY88-8223),Bayer,,INTERVENTIONAL,2001-08-14,2003-06-25,2003-06-25,2013-02-25,,2017-05-19
NCT01788358,Open-Label Long-Term Safety and Efficacy Study of Fixed Dose Combination of Nifedipine Gastrointestinal Therapeutic System and Candesartan Cilexetil in Subjects With Moderate to Severe Essential Hypertension,https://clinicaltrials.gov/study/NCT01788358,,COMPLETED,YES,Hypertension,DRUG: Nifedipine GITS/Candesartan Cilexetil FDC(BAY98-7106)|DRUG: Nifedipine GITS/Candesartan Cilexetil FDC(BAY98-7106)|DRUG: Nifedipine GITS/Candesartan Cilexetil FDC(BAY98-7106)|DRUG: Nifedipine GITS/Candesartan Cilexetil FDC(BAY98-7106),Bayer,,INTERVENTIONAL,2013-02-14,2014-05-01,2014-05-01,2013-02-11,2015-08-17,2017-10-24
NCT01783886,Efficacy and Safety of VEGF Trap Eye in Diabetic Macular Edema (DME) With Central Involvement,https://clinicaltrials.gov/study/NCT01783886,VIVID EAST,COMPLETED,YES,Macular Edema,"BIOLOGICAL: Aflibercept (Eylea, VEGF Trap-Eye, BAY86-5321)|BIOLOGICAL: Aflibercept (Eylea, VEGF Trap-Eye, BAY86-5321)|PROCEDURE: Macular Laser Photocoagulation",Bayer,Regeneron Pharmaceuticals,INTERVENTIONAL,2013-02,2015-03,2015-03,2013-02-05,2016-04-05,2016-05-12
NCT01776424,Rivaroxaban for the Prevention of Major Cardiovascular Events in Coronary or Peripheral Artery Disease,https://clinicaltrials.gov/study/NCT01776424,COMPASS,COMPLETED,YES,Prevention & Control,"DRUG: Rivaroxaban (Xarelto, BAY59-7939)|DRUG: Rivaroxaban (Xarelto, BAY59-7939)|DRUG: Aspirin|DRUG: Aspirin placebo|DRUG: Rivaroxaban placebo|DRUG: Pantoprazole|DRUG: Pantoprazole placebo",Bayer,"Population Health Research Institute|Janssen Research & Development, LLC",INTERVENTIONAL,2013-02-28,2017-07-21,2021-06-15,2013-01-28,2018-10-05,2022-11-28
NCT01775618,Safety and Efficacy of BAY94-9027 in Previously Treated Male Children With Haemophilia A,https://clinicaltrials.gov/study/NCT01775618,,COMPLETED,NO,Hemophilia A,BIOLOGICAL: BAY94-9027|BIOLOGICAL: BAY94-9027|BIOLOGICAL: BAY94-9027,Bayer,,INTERVENTIONAL,2013-05-29,2015-03-19,2020-02-19,2013-01-25,,2020-08-21
NCT01774344,Study of Regorafenib After Sorafenib in Patients With Hepatocellular Carcinoma,https://clinicaltrials.gov/study/NCT01774344,RESORCE,COMPLETED,YES,"Carcinoma, Hepatocellular","DRUG: Regorafenib (Stivarga, BAY73-4506)|DRUG: Placebo",Bayer,,INTERVENTIONAL,2013-05-14,2016-02-29,2019-07-05,2013-01-24,2017-06-05,2020-08-20
NCT01764841,Ciprofloxacin Dry Powder for Inhalation in Non-cystic Fibrosis Bronchiectasis (Non-CF BE),https://clinicaltrials.gov/study/NCT01764841,RESPIRE 1,COMPLETED,YES,Bronchiectasis,DRUG: Ciprofloxacin DPI (BAYQ3939)|DRUG: Placebo,Bayer,Novartis,INTERVENTIONAL,2013-05-02,2016-03-09,2016-03-09,2013-01-10,2017-05-24,2018-01-24
NCT01764828,BAY86-9766 Plus Gemcitabine Phase I Study in Asian,https://clinicaltrials.gov/study/NCT01764828,,COMPLETED,NO,Neoplasms,DRUG: Refametinib (BAY86-9766)|DRUG: Gemcitabine,Bayer,,INTERVENTIONAL,2013-02-05,2014-12-18,2015-02-10,2013-01-10,,2018-11-01
NCT01728740,Bioequivalence Study for Acarbose / Metformin FDC,https://clinicaltrials.gov/study/NCT01728740,,COMPLETED,NO,"Diabetes Mellitus, Type II","DRUG: Acarbose/Metformin FDC (BAY81-9783)|DRUG: Acarbose (Glucobay, BAYG5421)|DRUG: Metformin",Bayer,,INTERVENTIONAL,2012-09,2012-12,2012-12,2012-11-20,,2012-12-19
NCT01728311,Open Label Study of BAY1082439 in Patients With Advanced Cancer,https://clinicaltrials.gov/study/NCT01728311,,COMPLETED,NO,Neoplasms,DRUG: BAY1082439,Bayer,,INTERVENTIONAL,2012-11-21,2016-06-03,2017-02-06,2012-11-19,,2018-01-30
NCT01723475,First-in-man Dose Escalation Study of BAY2010112 in Patients With Prostate Cancer,https://clinicaltrials.gov/study/NCT01723475,,COMPLETED,NO,Prostatic Neoplasms,BIOLOGICAL: BAY2010112|BIOLOGICAL: BAY2010112,Bayer,,INTERVENTIONAL,2012-11-02,2018-07-18,2018-09-26,2012-11-08,,2019-09-27
NCT01697111,Comparative Study of BAY86-5300 With an Extended Flexible Regimen for Endometriosis,https://clinicaltrials.gov/study/NCT01697111,,COMPLETED,NO,Endometriosis,DRUG: EE20/DRSP(BAY86-5300)|DRUG: Placebo|DRUG: Dienogest,Bayer,,INTERVENTIONAL,2012-10,2014-03,2014-12,2012-10-02,,2016-02-18
NCT01687920,Dose Proportionality Study With BAY94-8862 IR (Immediate Release) Tablets,https://clinicaltrials.gov/study/NCT01687920,,COMPLETED,NO,Heart Failure,DRUG: BAY94-8862 (1.25mg)|DRUG: BAY94-8862 (2.5mg)|DRUG: BAY94-8862 (5mg)|DRUG: BAY94-8862 (7.5mg)|DRUG: BAY94-8862 (10mg),Bayer,,INTERVENTIONAL,2012-09-17,2012-11-28,2013-03-21,2012-09-19,,2022-02-07
NCT01684423,Oral Rivaroxaban in Children With Venous Thrombosis,https://clinicaltrials.gov/study/NCT01684423,EINSTEINJunior,COMPLETED,YES,Venous Thrombosis,"DRUG: Rivaroxaban (Xarelto, BAY59-7939)|DRUG: Active comparator|DRUG: Rivaroxaban (BAY59-7939) suspension",Bayer,"Janssen Research & Development, LLC",INTERVENTIONAL,2013-02-19,2016-09-01,2016-09-01,2012-09-13,2017-09-21,2017-09-21
NCT01679587,"Dose Escalation Study to Investigate Safety, Tolerability, Pharmacodynamics, and Pharmacokinetics of BAY85-3934 in Subjects With Chronic Kidney Disease (CKD)",https://clinicaltrials.gov/study/NCT01679587,,COMPLETED,NO,Kidney Diseases,DRUG: Molidustat (BAY85-3934)|DRUG: Placebo,Bayer,,INTERVENTIONAL,2012-09,2013-02,2013-07,2012-09-06,,2016-05-02
NCT01674647,Explore the Efficacy and Safety of Once-daily Oral Rivaroxaban for the Prevention of Cardiovascular Events in Subjects With Nonvalvular Atrial Fibrillation Scheduled for Cardioversion,https://clinicaltrials.gov/study/NCT01674647,X-VERT,COMPLETED,YES,Atrial Fibrillation,"DRUG: Rivaroxaban (Xarelto, BAY59-7939)|DRUG: Vitamin K antagonist (VKA)",Bayer,"Janssen Research & Development, LLC",INTERVENTIONAL,2012-10,2014-01,2014-01,2012-08-29,2015-02-03,2015-04-30
NCT01666678,"Compare Pharmacokinetic (PK) Profiles of Naproxen Sodium, Diphenhydramine Hydrochloride, and Naproxen Sodium and Diphenhydramine Hydrochloride Combination",https://clinicaltrials.gov/study/NCT01666678,Morpheus PK,COMPLETED,NO,Therapeutic Equivalence,"DRUG: BAY98-7111|DRUG: Naproxen Sodium (Aleve, BAYH6689)|DRUG: Diphenhydramine HCl|DRUG: BAY98-7111",Bayer,,INTERVENTIONAL,2012-01,2012-02,2012-03,2012-08-16,,2014-08-21
NCT01660841,Safety and Efficacy of Gadobutrol 1.0 Molar in Japanese Subjects for CNS Imaging,https://clinicaltrials.gov/study/NCT01660841,,COMPLETED,NO,Magnetic Resonance Imaging,"DRUG: Gadobutrol (Gadovist, BAY86-4875)",Bayer,,INTERVENTIONAL,2012-09,2013-08,2013-08,2012-08-09,,2014-10-01
NCT01660451,"Open-label, Uncontrolled Phase II Trial of Intravenous PI3K Inhibitor BAY80-6946 in Patients With Relapsed, Indolent or Aggressive Non-Hodgkin's Lymphomas",https://clinicaltrials.gov/study/NCT01660451,,COMPLETED,YES,"Lymphoma, Non-Hodgkin","DRUG: Copanlisib (Aliqopa, BAY80-6946)",Bayer,,INTERVENTIONAL,2012-11-19,2016-06-22,2023-05-18,2012-08-08,2018-01-08,2024-07-17
NCT01653639,Comparative Pharmacokinetic Study of Two Different Strengths of BAY14-2222,https://clinicaltrials.gov/study/NCT01653639,,COMPLETED,NO,Hemophilia A,"BIOLOGICAL: Recombinant Factor VIII (Kogenate FS, BAY14-2222)|BIOLOGICAL: Recombinant Factor VIII (Kogenate FS, BAY14-2222)",Bayer,,INTERVENTIONAL,2012-07,2012-12,2012-12,2012-07-31,,2014-01-10
NCT01638923,Study of a 4-phasic Oral Contraceptive for the Treatment of Heavy Menstrual Bleeding,https://clinicaltrials.gov/study/NCT01638923,,COMPLETED,NO,Metrorrhagia,"DRUG: EV/DNG (Qlaira, Natazia, BAY86-5027)|DRUG: placebo",Bayer,,INTERVENTIONAL,2012-06,2015-06,2015-06,2012-07-12,,2015-07-10
NCT01638910,Efficacy and Safety of a Combined Oral Contraceptive of Estradiol Valerate and Dienogest in Healthy Female Subjects,https://clinicaltrials.gov/study/NCT01638910,,COMPLETED,NO,Contraception,"DRUG: EV/DNG (Qlaira, BAY86-5027)",Bayer,,INTERVENTIONAL,2012-06,2014-11,2014-11,2012-07-12,,2014-12-17
NCT01625390,A Phase 2/ 3 Trial to Evaluate the Efficacy and Safety of BAY86-6150,https://clinicaltrials.gov/study/NCT01625390,,COMPLETED,NO,"Hemophilia A, Hemophilia B",DRUG: BAY86-6150|DRUG: eptacog alfa [activated]|DRUG: BAY86-6150,Bayer,,INTERVENTIONAL,2012-06,2014-03,2014-03,2012-06-21,,2015-07-01
NCT01618370,Radium(223) Dichloride (Alpharadin) in Castration-Resistant (Hormone-Refractory) Prostate Cancer Patients With Bone Metastases,https://clinicaltrials.gov/study/NCT01618370,,COMPLETED,NO,Prostatic Neoplasms,DRUG: Radium-223 dichloride (BAY88-8223),Bayer,,INTERVENTIONAL,2012-07-22,2014-08-13,2016-02-28,2012-06-13,,2017-03-31
NCT01595022,FR01 and FR20 IUS (Intrauterine System) Wearing Study,https://clinicaltrials.gov/study/NCT01595022,,COMPLETED,NO,Contraception,DRUG: Placebo: Flexi ring FR01|DRUG: Placebo: Flexi ring FR20|DRUG: Placebo: Ultra low dose levonorgestrel contraceptive system (LCS),Bayer,,INTERVENTIONAL,2010-01,2010-09,2010-09,2012-05-09,,2015-04-03
NCT01585870,"Safety, Pharmacokinetics, Pharmacodynamics and Anti-tumor Activity of Sorafenib and Eribulin in Combination",https://clinicaltrials.gov/study/NCT01585870,,COMPLETED,NO,Neoplasms,"DRUG: Sorafenib (Nexavar, BAY43-9006)|DRUG: Eribulin",Bayer,"Onyx Therapeutics, Inc.",INTERVENTIONAL,2012-07,2015-09,2015-09,2012-04-26,,2015-10-27
NCT01584830,Asian Subjects With Metastatic Colorectal Cancer Treated With Regorafenib or Placebo After Failure of Standard Therapy,https://clinicaltrials.gov/study/NCT01584830,CONCUR,COMPLETED,NO,Colorectal Neoplasms,DRUG: Regorafenib (BAY73-4506)|DRUG: Placebo,Bayer,,INTERVENTIONAL,2012-04,2013-11,2016-01,2012-04-25,,2016-02-08
NCT01580293,A Trial Investigating Safety and Efficacy of Treatment With BAY94-9027 in Severe Hemophilia A,https://clinicaltrials.gov/study/NCT01580293,PROTECT-VIII,COMPLETED,YES,Hemophilia A,BIOLOGICAL: BAY94-9027,Bayer,,INTERVENTIONAL,2012-04-23,2014-06-13,2019-11-21,2012-04-19,2018-12-06,2023-11-07
NCT01565746,"Safety, Biodistribution, Radiation Dosimetry and Pharmacokinetics Study of BAY88-8223 in Japanese Patients",https://clinicaltrials.gov/study/NCT01565746,,COMPLETED,NO,Prostatic Neoplasms,"DRUG: Radium-223 dichloride (Xofigo, BAY88-8223)|DRUG: Radium-223 dichloride (Xofigo, BAY88-8223)|DRUG: Radium-223 dichloride (Xofigo, BAY88-8223)",Bayer,,INTERVENTIONAL,2012-03,2012-10,2016-04,2012-03-29,,2016-10-17
NCT01561794,"A Phase III Study to Evaluate the Safety, Efficacy and Pharmacokinetics/Pharmacodynamics of BAYQ3939 in Patients With Bacterial Pneumonia",https://clinicaltrials.gov/study/NCT01561794,,COMPLETED,NO,Pneumonia,"DRUG: Ciprofloxacin (Cipro, BAYQ3939)",Bayer,,INTERVENTIONAL,2012-05,2015-03,2015-03,2012-03-23,,2015-04-27
NCT01554631,A 3-fold Crossover Bioequivalence Study Between Glucobay ODT (Orally Disintegrating Tablet) 100 mg and Glucobay Standard Tablet 100 mg,https://clinicaltrials.gov/study/NCT01554631,,COMPLETED,NO,"Diabetes Mellitus, Type 2","DRUG: Acarbose (Glucobay ODT, BAYG5421)|DRUG: Acarbose (Glucobay, BAYG5421)",Bayer,,INTERVENTIONAL,2012-03,2012-05,2012-05,2012-03-15,,2013-06-14
NCT01544166,Gadobutrol Pharmacokinetic and Safety Study in Pediatric Subjects Aged <2 Years (Term Newborn Infants to Toddlers 23 Months of Age Inclusive),https://clinicaltrials.gov/study/NCT01544166,,COMPLETED,YES,Magnetic Resonance Imaging,"DRUG: Gadobutrol (Gadavist, BAY86-4875)",Bayer,,INTERVENTIONAL,2012-05-16,2013-11-28,2013-11-28,2012-03-05,2014-11-26,2020-12-16
NCT01538667,"Study to Characterize Lung Deposition, Pharmacokinetics, Safety and Tolerability of Single Inhalations of Radiolabeled Ciprofloxacin Dry Powder in Healthy Subjects and Patients With Chronic Lung Diseases",https://clinicaltrials.gov/study/NCT01538667,,COMPLETED,NO,Respiratory System,"DRUG: Ciprofloxacin (Cipro Inhale, BAYQ3939)|DRUG: Ciprofloxacin (Cipro Inhale, BAYQ3939)|DRUG: Ciprofloxacin (Cipro Inhale, BAYQ3939)|DRUG: Ciprofloxacin (Cipro Inhale, BAYQ3939)",Bayer,,INTERVENTIONAL,2012-04,2012-07,2012-07,2012-02-24,,2014-08-21
